area,perimeter,width,height,aspect_ratio,target_size
543.613997105509,93.26508331298828,31,31,0.9999999677419364,1.0
650.861817240715,102.04842758178711,37,37,0.9999999729729737,1.0
600.1514019146562,97.99607276916504,35,36,0.9722221952160502,1.0
514.0215821592137,90.79863357543945,32,33,0.969696940312214,1.0
355.7460072785616,75.44889831542969,26,26,0.9999999615384629,1.0
695.143271997571,105.46300506591797,38,37,1.0270269992695407,1.0
605.8985065575689,98.46611022949219,35,35,0.9999999714285723,1.0
571.7683799117804,95.64705657958984,34,35,0.9714285436734702,1.0
408.86119409278035,82.19653129577637,28,31,0.9032257773152975,1.0
587.7451107529923,96.97510528564453,35,35,0.9999999714285723,1.0
749.0033363699913,109.5350513458252,38,38,0.9999999736842113,1.0
724.780322319828,107.70338249206543,38,38,0.9999999736842113,1.0
453.0971354432404,85.19232559204102,30,30,0.9999999666666678,1.0
394.76717384159565,79.47573661804199,28,28,0.9999999642857155,1.0
577.1583419591188,96.09699630737305,34,35,0.9714285436734702,1.0
709.7544077178463,106.57711791992188,36,37,0.9729729466764069,1.0
514.149035340175,90.70925521850586,32,32,0.9999999687500011,1.0
682.3608299046755,104.48846054077148,38,38,0.9999999736842113,1.0
438.4914948884398,83.77000045776367,31,30,1.03333329888889,1.0
415.20058817602694,81.50808906555176,29,29,0.9999999655172426,1.0
399.91420872695744,80.01760864257812,29,29,0.9999999655172426,1.0
628.8850275594741,100.47807693481445,35,35,0.9999999714285723,1.0
494.31901003047824,88.93439102172852,32,33,0.969696940312214,1.0
587.1481771152467,96.92485618591309,35,35,0.9999999714285723,1.0
363.9499050080776,76.3432388305664,28,28,0.9999999642857155,1.0
450.01495821774006,84.92491912841797,31,31,0.9999999677419364,1.0
409.6999805383384,81.06725692749023,29,29,0.9999999655172426,1.0
631.8244111314416,100.54493713378906,36,37,0.9729729466764069,1.0
451.06318462640047,84.95331573486328,31,31,0.9999999677419364,1.0
407.52270656079054,80.74901008605957,29,29,0.9999999655172426,1.0
598.8496792316437,97.90124893188477,30,31,0.9677419042663902,1.0
550.8196466928348,93.87845230102539,34,34,0.9999999705882362,1.0
696.5187429152429,105.5668716430664,38,38,0.9999999736842113,1.0
590.7402710802853,97.2209644317627,35,34,1.0294117344290667,1.0
668.7878713924438,103.44410705566406,38,37,1.0270269992695407,1.0
602.9151465278119,98.22064590454102,34,34,0.9999999705882362,1.0
521.5407245494425,91.34943771362305,33,32,1.0312499677734386,1.0
291.5667889639735,68.61130809783936,24,24,0.999999958333335,1.0
521.0895323418081,91.309814453125,33,33,0.9999999696969707,1.0
649.2438892498612,101.9214096069336,37,37,0.9999999729729737,1.0
630.8397387862206,100.7042293548584,35,33,1.060606028466484,1.0
241.68072116561234,62.419071197509766,20,22,0.9090908677685968,1.0
645.0652086511254,101.5947265625,34,34,0.9999999705882362,1.0
527.7861803099513,91.89631271362305,33,33,0.9999999696969707,1.0
